CÓDIGO SINIESTRO,FECHA SINIESTRO,HORA SINIESTRO,CLASE SINIESTRO,CANTIDAD DE FALLECIDOS,CANTIDAD DE LESIONADOS,CANTIDAD DE VEHICULOS DAÑADOS,DEPARTAMENTO,PROVINCIA,DISTRITO,ZONA,TIPO DE VÍA,RED VIAL,COD CARRETERA,COORDENADAS LATITUD,COORDENADAS  LONGITUD,CONDICIÓN CLIMÁTICA,ZONIFICACIÓN,CARACTERÍSTICAS DE VÍA,PERFIL LONGITUDINAL VÍA,SUPERFICIE DE CALZADA,¿EXISTE SEÑAL VERTICAL?,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 1,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 2,¿EXISTE SEÑAL HORIZONTAL?,CAUSA FACTOR PRINCIPAL,CAUSA ESPECÍFICA,lat,lon,fecha,fallecidos,"('ruta',)",km_red,dist_linea_km,tramo_km0,tramo_km1
A-2024-07-33,29/07/2024,06:00,DESPISTE,1,0,1.0,LA LIBERTAD,SANCHEZ CARRION,COCHORCO,RURAL,CARRETERA,NACIONAL,PE-10C,-7.820686125098988,-77.68399891266444,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,TROCHA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-7.820686125098988,-77.68399891266444,2024-07-29,1,PE-10C,90.90645351450353,0.006008696867812141,33.407,94.112
A-2024-07-60,29/07/2024,06:10,ATROPELLO,1,0,1.0,CUSCO,QUISPICANCHI,OROPESA,URBANA,CARRETERA,NACIONAL,PE-3S,-13.600589,-71.765022,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA,-13.600589,-71.765022,2024-07-29,1,PE-3S,997.539960928668,0.0014683079224745144,987.311,1002.08
A-2024-07-54,29/07/2024,11:30,DESPISTE,1,0,1.0,CUSCO,CHUMBIVILCAS,QUIÑOTA,RURAL,CARRETERA,NACIONAL,PE-3SG,-14.295348,-72.139363,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,CONCRETO,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-14.295348,-72.139363,2024-07-29,1,PE-3SG,53.12641619076558,0.0006427403844325118,46.446,56.925
A-2024-07-73,30/07/2024,06:30,ATROPELLO,1,0,1.0,ICA,CHINCHA,CHINCHA ALTA,URBANA,CARRETERA,NACIONAL,PE-1S,-13.437039,-76.134847,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-13.437039,-76.134847,2024-07-30,1,PE-1S,193.96876473158744,0.005707473146460643,190.887,210.541
A-2024-07-37,30/07/2024,14:30,CHOQUE,1,0,1.0,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,URBANA,CARRETERA,NACIONAL,PE-1N,-3.9908722811640938,-80.97274667841917,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,-3.9908722811640938,-80.97274667841917,2024-07-30,1,PE-1N,1196.9135835221887,0.00047526587639479403,1195.046,1256.067
A-2024-07-43,30/07/2024,17:15,CHOQUE,1,0,2.0,LIMA,HUAURA,HUACHO,RURAL,CARRETERA,NACIONAL,PE-1N,-11.179285010135423,-77.57978438914351,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),-11.179285010135423,-77.57978438914351,2024-07-30,1,PE-1N,140.93116792802027,0.033708935648579706,128.204,143.186
A-2024-07-44,31/07/2024,09:00,DESPISTE,2,0,1.0,LIMA,OYON,OYON,RURAL,CARRETERA,NACIONAL,PE-16A,-10.65123,-76.77769,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,AFIRMADO,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-10.65123,-76.77769,2024-07-31,2,PE-16A,206.33514584404506,0.03944941905323358,206.309,206.954
A-2024-08-51,01/08/2024,01:30,CHOQUE,1,2,1.0,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,URBANA,CARRETERA,NACIONAL,PE-34A,-15.86526,-71.130362,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-15.86526,-71.130362,2024-08-01,1,PE-34A,160.23520976723123,0.00014581373333962525,154.118,165.867
A-2024-08-105,01/08/2024,06:00,DESPISTE,4,16,,LIMA,LIMA,LURIN,URBANA,CARRETERA,NACIONAL,PE-1S,-12.297117325417394,-76.85578655789531,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-12.297117325417394,-76.85578655789531,2024-08-01,4,PE-1S,34.38683875983091,0.001965283879366541,25.947,35.407
A-2024-08-50,01/08/2024,08:30,CHOQUE,1,4,,CUSCO,ANTA,LIMATAMBO,RURAL,CARRETERA,NACIONAL,PE-3S,-13.455667,-72.397139,DESPEJADO,COMERCIAL,CURVA,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,-13.455667,-72.397139,2024-08-01,1,PE-3S,911.5513786469662,0.0029030899683596123,900.85,920.186
A-2024-08-8,01/08/2024,11:00,DESPISTE,2,2,1.0,LA LIBERTAD,PATAZ,PATAZ,RURAL,CARRETERA,NACIONAL,PE-10C,-7.838149279833246,-77.63366441256059,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,AFIRMADO,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-7.838149279833246,-77.63366441256059,2024-08-01,2,PE-10C,106.11429181948174,0.002076358207884635,105.985,123.439
A-2024-08-108,02/08/2024,06:00,ATROPELLO,1,0,,LIMA,LIMA,ATE,URBANA,CARRETERA,NACIONAL,PE-22,-12.008020549031404,-76.8593819552048,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-12.008020549031404,-76.8593819552048,2024-08-02,1,PE-22,15.631987285577054,0.014562222478902393,13.056,17.887
A-2024-08-70,03/08/2024,05:57,CHOQUE,1,0,2.0,ICA,ICA,SUBTANJALLA,URBANA,CARRETERA,NACIONAL,PE-1S,-14.041881,-75.752039,DESPEJADO,COMERCIAL,INTERSECCIÓN,PLANA ,ASFALTADA,SI,REGULADORA (R),REGULADORA (R),NO,IMPRUDENCIA DEL CONDUCTOR,GIRAR IMPRUDENTEMENTE,-14.041881,-75.752039,2024-08-03,1,PE-1S,293.79708107898904,0.008158637823694732,292.788,295.224
A-2024-08-53,03/08/2024,15:30,CHOQUE,1,0,,AREQUIPA,AREQUIPA,LA JOYA,URBANA,CARRETERA,NACIONAL,PE-1S,-16.720955,-71.870042,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-16.720955,-71.870042,2024-08-03,1,PE-1S,991.2063034770359,0.007541393910721129,981.845,993.158
A-2024-08-55,04/08/2024,02:20,ATROPELLO FUGA,1,0,,AREQUIPA,AREQUIPA,LA JOYA,URBANA,CARRETERA,NACIONAL,PE-1S,-16.502306652317,-71.8270550699086,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-16.502306652317,-71.8270550699086,2024-08-04,1,PE-1S,960.4312497113566,4.60598221398735e-05,956.343,963.204
A-2024-08-38,04/08/2024,04:45,CHOQUE,1,6,2.0,CUSCO,QUISPICANCHI,OROPESA,RURAL,CARRETERA,NACIONAL,PE-3S,-13.600333,-71.765632,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPERICIA DEL CONDUCTOR,,-13.600333,-71.765632,2024-08-04,1,PE-3S,997.4683108142187,0.005611433575020878,987.311,1002.08
A-2024-08-41,04/08/2024,06:00,DESPISTE,1,1,1.0,CUSCO,CHUMBIVILCAS,LLUSCO,RURAL,CARRETERA,NACIONAL,PE-3SG,-14.350607,-72.110358,DESPEJADO,RURAL,CURVA,PLANA ,TROCHA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-14.350607,-72.110358,2024-08-04,1,PE-3SG,71.11560156085716,0.004421683200075999,68.121,94.169
A-2024-08-110,04/08/2024,08:00,CHOQUE,1,0,,LIMA,LIMA,LOS OLIVOS,URBANA,CARRETERA,NACIONAL,PE-1N,-11.945618705705716,-77.07106448629736,DESPEJADO,COMERCIAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-11.945618705705716,-77.07106448629736,2024-08-04,1,PE-1N,21.126674533926252,0.018683160510220505,21.061,21.592
A-2024-08-39,04/08/2024,16:30,CHOQUE,1,0,1.0,CUSCO,CANCHIS,COMBAPATA,RURAL,CARRETERA,NACIONAL,PE-3S,-14.0814205,-71.4375824,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,SI,PREVENTIVA (P),REGULADORA (R),SI,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,-14.0814205,-71.4375824,2024-08-04,1,PE-3S,1079.5372622983855,0.002751776376360707,1065.175,1083.059
A-2024-08-93,04/08/2024,16:45,DESPISTE,1,0,1.0,CAJAMARCA,CHOTA,LLAMA,RURAL,CARRETERA,NACIONAL,PE-06A,-6.5128588528937,-79.1279543189728,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,SI,PREVENTIVA (P),,NO,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-6.5128588528937,-79.1279543189728,2024-08-04,1,PE-06A,119.97027640115948,0.0008364882958168704,113.248,123.958
A-2024-08-4,04/08/2024,17:00,DESPISTE,1,0,1.0,SAN MARTIN,LAMAS,ALONSO DE ALVARADO,URBANA,CARRETERA,NACIONAL,PE-5N,-6.264242,-76.778603,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-6.264242,-76.778603,2024-08-04,1,PE-5N,1019.2103506571237,0.0011157124483896677,955.486,1040.805
A-2024-08-12,04/08/2024,20:45,CHOQUE,1,0,2.0,LA LIBERTAD,TRUJILLO,LAREDO,URBANA,CARRETERA,NACIONAL,PE-10A,-8.096757503993805,-78.97117223938625,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-8.096757503993805,-78.97117223938625,2024-08-04,1,PE-10A,7.1006811793083155,0.0013315422414193975,0.0,20.181
A-2024-08-114,05/08/2024,00:30,VOLCADURA,1,0,,LIMA,LIMA,SAN JUAN DE MIRAFLORES,URBANA,CARRETERA,NACIONAL,PE-1S,-12.140163801913625,-76.98091506934321,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-12.140163801913625,-76.98091506934321,2024-08-05,1,PE-1S,9.531512274880273,0.015105103853444445,7.692,12.637
A-2024-08-92,05/08/2024,14:30,DESPISTE,1,0,1.0,CAJAMARCA,CAJABAMBA,CONDEBAMBA,RURAL,CARRETERA,NACIONAL,PE-3N,-7.525225,-78.147488,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,CONDUCIR EN ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,-7.525225,-78.147488,2024-08-05,1,PE-3N,1178.3747173615227,0.007545509357983253,1165.363,1187.219
A-2024-08-42,05/08/2024,22:30,CHOQUE,2,3,2.0,CUSCO,CANCHIS,MARANGANI,RURAL,CARRETERA,NACIONAL,PE-3S,-14.408685,-71.123475,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,-14.408685,-71.123475,2024-08-05,2,PE-3S,1134.5598530239522,0.0071672644178156246,1117.24,1153.245
A-2024-08-115,06/08/2024,04:30,ATROPELLO,2,0,,LIMA,LIMA,RIMAC,URBANA,CARRETERA,NACIONAL,PE-1N,-12.0383608480097,-77.01420469483864,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-12.0383608480097,-77.01420469483864,2024-08-06,2,PE-1N,6.483860755550164,0.003357480388577448,5.809,7.877
A-2024-08-57,06/08/2024,19:00,ATROPELLO FUGA,1,0,,AREQUIPA,AREQUIPA,LA JOYA,URBANA,CARRETERA,NACIONAL,PE-1S,-16.510254,-71.813171,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-16.510254,-71.813171,2024-08-06,1,PE-1S,962.1521967696001,0.0027098809568393417,956.343,963.204
A-2024-08-85,06/08/2024,19:15,ATROPELLO FUGA,1,0,,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,URBANA,CARRETERA,NACIONAL,PE-3S,-13.64984438,-73.51858763,SOLEADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-13.64984438,-73.51858763,2024-08-06,1,PE-3S,604.8128784399307,0.00010016167474020496,586.437,630.83
A-2024-08-37,07/08/2024,13:37,CHOQUE,1,1,2.0,CUSCO,QUISPICANCHI,CAMANTI,RURAL,CARRETERA,NACIONAL,PE-30C,-13.257911,-70.779925,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,ADELANTAR INDEBIDAMENTE,-13.257911,-70.779925,2024-08-07,1,PE-30C,185.02552991534287,0.0015361172198307565,180.048,185.512
A-2024-08-94,08/08/2024,14:40,DESPISTE,1,0,1.0,CAJAMARCA,CUTERVO,CALLAYUC,RURAL,CARRETERA,NACIONAL,PE-3N,-6.10063,-78.888278,DESPEJADO,RURAL,CURVA,PLANA ,AFIRMADO,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),-6.10063,-78.888278,2024-08-08,1,PE-3N,1543.5737444938857,0.0066652820823790695,1541.665,1546.811
A-2024-08-1,08/08/2024,20:00,ATROPELLO FUGA,1,0,1.0,LIMA,HUAURA,HUACHO,RURAL,CARRETERA,NACIONAL,PE-1N,-11.15272,-77.59578,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-11.15272,-77.59578,2024-08-08,1,PE-1N,144.34456095039764,0.020194043144390817,143.186,148.186
A-2024-08-58,08/08/2024,21:30,ATROPELLO FUGA,1,0,,AREQUIPA,ISLAY,PUNTA DE BOMBON,RURAL,CARRETERA,NACIONAL,PE-1SD,-17.145438,-71.797702,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-17.145438,-71.797702,2024-08-08,1,PE-1SD,144.41575920809066,1.4421507314451345,144.292,145.613
A-2024-08-116,10/08/2024,03:50,ATROPELLO,1,0,,LIMA,LIMA,SAN MARTIN DE PORRES,URBANA,CARRETERA,NACIONAL,PE-1N,-12.035480186640056,-77.04780897267598,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,-12.035480186640056,-77.04780897267598,2024-08-10,1,PE-1N,10.48604706434832,0.00325881147603656,7.877,13.072
A-2024-08-71,10/08/2024,22:15,CHOQUE,2,0,2.0,ICA,ICA,SALAS,RURAL,CARRETERA,NACIONAL,PE-1S,-13.943369130353938,-75.80924521565778,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-13.943369130353938,-75.80924521565778,2024-08-10,2,PE-1S,280.80987678361316,0.0023203248429340055,256.71,283.804
A-2024-08-72,11/08/2024,00:15,CHOQUE,1,0,2.0,ICA,ICA,SANTIAGO,URBANA,CARRETERA,NACIONAL,PE-1S,-14.262816186141574,-75.68604060728288,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-14.262816186141574,-75.68604060728288,2024-08-11,1,PE-1S,320.9812976689827,0.005611512139820516,318.083,339.179
A-2024-08-120,11/08/2024,05:00,ATROPELLO,1,0,,LIMA,LIMA,CHORRILLOS,URBANA,CARRETERA,NACIONAL,PE-1S,-12.205815647463387,-76.97475433527437,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-12.205815647463387,-76.97475433527437,2024-08-11,1,PE-1S,17.029827147310186,0.014303671194117646,14.27,19.067
A-2024-08-97,11/08/2024,13:00,DESPISTE,1,0,1.0,CAJAMARCA,SAN IGNACIO,CHIRINOS,RURAL,CARRETERA,NACIONAL,PE-5N,-5.423696,-78.785651,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-5.423696,-78.785651,2024-08-11,1,PE-5N,1432.8733793215745,0.012732016199144654,1425.823,1443.674
