CÓDIGO SINIESTRO,FECHA SINIESTRO,HORA SINIESTRO,CLASE SINIESTRO,CANTIDAD DE FALLECIDOS,CANTIDAD DE LESIONADOS,CANTIDAD DE VEHICULOS DAÑADOS,DEPARTAMENTO,PROVINCIA,DISTRITO,ZONA,TIPO DE VÍA,RED VIAL,COD CARRETERA,COORDENADAS LATITUD,COORDENADAS  LONGITUD,CONDICIÓN CLIMÁTICA,ZONIFICACIÓN,CARACTERÍSTICAS DE VÍA,PERFIL LONGITUDINAL VÍA,SUPERFICIE DE CALZADA,¿EXISTE SEÑAL VERTICAL?,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 1,CLASIFICACIÓN DE LA SEÑAL VERTICAL Nº 2,¿EXISTE SEÑAL HORIZONTAL?,CAUSA FACTOR PRINCIPAL,CAUSA ESPECÍFICA,lat,lon,fecha,fallecidos,"('ruta',)",km_red,dist_linea_km,tramo_km0,tramo_km1
A-2022-04-38,16/04/2022,01:20,ATROPELLO FUGA,1,0,0.0,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,RURAL,CARRETERA,NACIONAL,PE-1N,-3.718510946147052,-80.75336839688924,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-3.718510946147052,-80.75336839688924,2022-04-16,1,PE-1N,1238.8552471708308,0.0067219762533746496,1195.046,1256.067
A-2022-04-39,16/04/2022,16:30,DESPISTE,1,3,1.0,HUANCAVELICA,HUAYTARA,HUAYTARA,URBANA,CARRETERA,NACIONAL,PE-28A,-13.581158,-75.244149,DESPEJADO,RURAL,CURVA,INCLINADA,ASFALTADA,SI,INFORMATIVA (I),,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-13.581158,-75.244149,2022-04-16,1,PE-28A,135.2240111758502,0.004522762580172866,131.213,136.264
A-2022-04-238,17/04/2022,02:10,ATROPELLO FUGA,1,0,,LIMA,LIMA,LURIGANCHO,URBANA,CARRETERA,NACIONAL,PE-22,-11.921435,-76.675836,,,,,,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-11.921435,-76.675836,2022-04-17,1,PE-22,38.49893393371813,0.0047446920978083465,29.336,40.036
A-2022-04-144,17/04/2022,21:40,CHOQUE,1,1,2.0,PIURA,PIURA,EL TALLAN,RURAL,CARRETERA,NACIONAL,PE-1N,-5.467806,-80.603836,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-5.467806,-80.603836,2022-04-17,1,PE-1N,961.4037327133512,0.004024940046519452,943.899,972.935
A-2022-04-52,18/04/2022,00:13,CHOQUE,1,1,,CAJAMARCA,CAJAMARCA,CAJAMARCA,URBANA,CARRETERA,NACIONAL,PE-3N,-7.14512578,-78.51381524,,,,,,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-7.14512578,-78.51381524,2022-04-18,1,PE-3N,1286.704682032698,0.010873570287241757,1277.163,1286.829
A-2022-04-246,18/04/2022,01:20,ATROPELLO,1,0,,LIMA,LIMA,LOS OLIVOS,URBANA,CARRETERA,NACIONAL,PE-1N,-11.937526,-77.071828,,,,,,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-11.937526,-77.071828,2022-04-18,1,PE-1N,22.033578401166768,0.016665001004392575,21.715,22.367
A-2022-04-234,18/04/2022,06:20,ATROPELLO FUGA,1,0,1.0,LIMA,HUAURA,VEGUETA,RURAL,CARRETERA,NACIONAL,PE-1N,-10.892130785708703,-77.67582893812603,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),INFORMATIVA (I),NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-10.892130785708703,-77.67582893812603,2022-04-18,1,PE-1N,177.25087298903344,0.018287883542873078,167.558,181.172
A-2022-04-107,18/04/2022,15:30,ATROPELLO,1,0,1.0,HUANCAVELICA,HUAYTARA,TAMBO,RURAL,CARRETERA,NACIONAL,PE-28A,-13.472465,-75.065095,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-13.472465,-75.065095,2022-04-18,1,PE-28A,165.73048564919912,0.006736376040836509,163.105,168.146
A-2022-04-115,19/04/2022,05:20,CHOQUE,2,0,2.0,LA LIBERTAD,PACASMAYO,GUADALUPE,RURAL,CARRETERA,NACIONAL,PE-1N,-7.272699,-79.477915,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,FATIGA Y/O CANSANCIO,-7.272699,-79.477915,2022-04-19,2,PE-1N,696.5018550275645,0.003564331216661689,694.402,699.115
A-2022-04-209,19/04/2022,12:30,ATROPELLO,1,0,,ANCASH,SANTA,CHIMBOTE,URBANA,CARRETERA,NACIONAL,PE-1N,-9.072562692594683,-78.58902475388773,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA,-9.072562692594683,-78.58902475388773,2022-04-19,1,PE-1N,416.34348537185355,0.05884087831914883,412.877,424.275
A-2022-04-47,19/04/2022,14:00,DESPISTE,1,1,,TACNA,TACNA,SAMA,RURAL,CARRETERA,NACIONAL,PE-1S,-17.805173051007888,-70.59319312095045,,,,,,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-17.805173051007888,-70.59319312095045,2022-04-19,1,PE-1S,1246.0674121911038,0.001472870001148517,1229.613,1248.758
A-2022-04-46,19/04/2022,15:00,CHOQUE,1,2,0.0,ICA,ICA,SANTIAGO,URBANA,CARRETERA,NACIONAL,PE-1S,-14.258504,-75.687392,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-14.258504,-75.687392,2022-04-19,1,PE-1S,320.48545045944223,0.004369079215809373,318.083,339.179
A-2022-04-59,19/04/2022,22:00,ATROPELLO FUGA,1,0,,CALLAO,CALLAO,CALLAO,URBANA,CARRETERA,NACIONAL,PE-20,-11.942374412178228,-77.13127055456906,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-11.942374412178228,-77.13127055456906,2022-04-19,1,PE-20,13.317782160164562,0.016916765387802513,0.0,19.45
A-2022-04-93,20/04/2022,02:40,CHOQUE,1,0,,LAMBAYEQUE,LAMBAYEQUE,MORROPE,RURAL,CARRETERA,NACIONAL,PE-1N,-6.519502,-80.047729,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-6.519502,-80.047729,2022-04-20,1,PE-1N,820.4083771752927,0.005548223013483337,815.315,823.423
A-2022-04-241,20/04/2022,17:00,ATROPELLO,1,1,1.0,MADRE DE DIOS,TAMBOPATA,INAMBARI,RURAL,CARRETERA,NACIONAL,PE-30C,-12.885302,-70.023002,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,-12.885302,-70.023002,2022-04-20,1,PE-30C,321.26634398732847,0.0016358876103825246,315.106,330.03
A-2022-04-58,20/04/2022,17:45,CHOQUE,1,0,2.0,PUNO,CHUCUITO,ZEPITA,RURAL,CARRETERA,NACIONAL,PE-3S,-16.51236746735443,-69.0882216243112,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,NO DAR PASO PREFERENTE AL PEATÓN,-16.51236746735443,-69.0882216243112,2022-04-20,1,PE-3S,1503.980027021348,0.001114372209146794,1501.592,1511.062
A-2022-04-118,20/04/2022,20:00,ATROPELLO,1,2,1.0,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,RURAL,CARRETERA,NACIONAL,PE-1N,-7.452900319944818,-79.49065446539922,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-7.452900319944818,-79.49065446539922,2022-04-20,1,PE-1N,665.1574219268617,0.02156249698559539,656.459,674.149
A-2022-04-145,20/04/2022,23:45,CAÍDA DE PASAJERO,1,0,,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,URBANA,CARRETERA,NACIONAL,PE-3S,-13.661499,-73.41861,,,,,,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-13.661499,-73.41861,2022-04-20,1,PE-3S,625.6774919652919,0.0017494676793508685,586.437,630.83
A-2022-04-268,21/04/2022,03:13,CHOQUE,1,1,,LIMA,LIMA,VILLA EL SALVADOR,RURAL,CARRETERA,NACIONAL,PE-1S,-12.23387967,-76.96018262,DESPEJADO,INDUSTRIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),-12.23387967,-76.96018262,2022-04-21,1,PE-1S,21.03303926638984,0.025479520442098703,20.144,21.526
A-2022-04-98,21/04/2022,21:00,CHOQUE,1,0,2.0,LAMBAYEQUE,CHICLAYO,LA VICTORIA,RURAL,CARRETERA,NACIONAL,PE-1N,-6.80138108906246,-79.8501031078304,NUBLADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-6.80138108906246,-79.8501031078304,2022-04-21,1,PE-1N,778.2965118047773,0.0012765492998333481,770.298,782.244
A-2022-04-251,22/04/2022,04:00,VOLCADURA,1,0,,LIMA,LIMA,EL AGUSTINO,URBANA,CARRETERA,NACIONAL,PE-1N,-12.030099,-76.994874,,,,,,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-12.030099,-76.994874,2022-04-22,1,PE-1N,4.042931581151209,0.052590904038657314,3.2,4.187
A-2022-04-210,22/04/2022,05:45,CHOQUE FUGA,1,0,,ANCASH,SANTA,SANTA,RURAL,CARRETERA,NACIONAL,PE-1N,-8.99838,-78.617956,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-8.99838,-78.617956,2022-04-22,1,PE-1N,442.338119374583,0.0006552624455756329,440.527,443.894
A-2022-04-147,22/04/2022,06:30,CHOQUE,1,0,2.0,PIURA,PIURA,LA UNION,RURAL,CARRETERA,NACIONAL,PE-1NK,-5.37607494666028,-80.7360660846995,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-5.37607494666028,-80.7360660846995,2022-04-22,1,PE-1NK,19.892700455072085,0.00029606079097680555,15.973,39.82
A-2022-04-160,22/04/2022,07:30,CHOQUE,1,1,,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,URBANA,CARRETERA,NACIONAL,PE-1N,-6.68541,-79.90401,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-6.68541,-79.90401,2022-04-22,1,PE-1N,795.6569225865653,0.0022099379470663823,782.244,795.961
A-2022-04-252,22/04/2022,11:45,CHOQUE,1,0,,LIMA,LIMA,RIMAC,URBANA,CARRETERA,NACIONAL,PE-1N,-12.037505,-77.013085,,,,,,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-12.037505,-77.013085,2022-04-22,1,PE-1N,6.3301672517186125,0.012519657817136206,5.809,7.877
A-2022-04-153,22/04/2022,14:20,DESPISTE,2,1,1.0,CAJAMARCA,JAEN,PUCARA,RURAL,CARRETERA,NACIONAL,PE-3N,-6.050729,-79.111278,DESPEJADO,RURAL,CURVA,INCLINADA,AFIRMADO,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-6.050729,-79.111278,2022-04-22,2,PE-3N,1576.2053831320343,0.020376336191475313,1560.577,1578.853
A-2022-04-138,22/04/2022,14:35,ATROPELLO,1,0,,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,URBANA,CARRETERA,NACIONAL,PE-3S,-13.659085,-71.684303,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-13.659085,-71.684303,2022-04-22,1,PE-3S,1010.147881429129,0.001563510258485222,1002.08,1014.304
A-2022-04-61,22/04/2022,14:40,CHOQUE,1,0,,CALLAO,CALLAO,CALLAO,URBANA,CARRETERA,NACIONAL,PE-20,-11.97825375670512,-77.1251388585664,DESPEJADO,COMERCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,NO DAR PASO PREFERENTE AL PEATÓN,-11.97825375670512,-77.1251388585664,2022-04-22,1,PE-20,17.393177449209134,0.0020425860646897166,0.0,19.45
A-2022-04-155,22/04/2022,23:45,DESPISTE,1,6,1.0,CAJAMARCA,CAJAMARCA,CAJAMARCA,RURAL,CARRETERA,NACIONAL,PE-3N,-6.94076667,-78.602535,DESPEJADO,RURAL,OTRO,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-6.94076667,-78.602535,2022-04-22,1,PE-3N,1324.5263138122152,0.003799642789880924,1321.7,1329.037
A-2022-04-233,23/04/2022,05:35,DESPISTE,1,3,2.0,ICA,CHINCHA,EL CARMEN,RURAL,CARRETERA,NACIONAL,PE-1SE,-13.5880020850848,-76.1666014901762,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),-13.5880020850848,-76.1666014901762,2022-04-23,1,PE-1SE,21.076546862903548,0.0070696192866152975,0.0,21.095
A-2022-04-121,23/04/2022,19:00,CHOQUE,1,0,2.0,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,RURAL,CARRETERA,NACIONAL,PE-3N,-7.811837831275429,-77.99813368338158,DESPEJADO,RURAL,CURVA,PLANA ,AFIRMADO,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-7.811837831275429,-77.99813368338158,2022-04-23,1,PE-3N,1108.027351497722,0.027733314666077636,1103.459,1111.994
A-2022-04-258,24/04/2022,01:00,DESPISTE,1,2,1.0,LIMA,BARRANCA,PARAMONGA,RURAL,CARRETERA,NACIONAL,PE-16,-10.4300781274231,-77.72620077863833,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,PREVENTIVA (P),PREVENTIVA (P),NO,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),-10.4300781274231,-77.72620077863833,2022-04-24,1,PE-16,29.187243801620994,0.0020666479062491972,0.0,37.23
A-2022-04-255,24/04/2022,06:30,ATROPELLO FUGA,1,0,,LIMA,LIMA,ATE,URBANA,CARRETERA,NACIONAL,PE-22,-12.010227,-76.869461,,,,,,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-12.010227,-76.869461,2022-04-24,1,PE-22,14.41503173169136,0.025426850696182307,13.056,17.887
A-2022-04-85,24/04/2022,06:40,DESPISTE,1,1,1.0,AREQUIPA,AREQUIPA,SANTA RITA DE SIGUAS,RURAL,CARRETERA,NACIONAL,PE-1S,-16.399693,-72.079581,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-16.399693,-72.079581,2022-04-24,1,PE-1S,927.7808496761303,0.0009784795951730816,926.273,931.232
A-2022-04-257,24/04/2022,15:30,CHOQUE,1,0,,LIMA,LIMA,COMAS,URBANA,CARRETERA,NACIONAL,PE-1N,-11.9248181,-77.07283723,,,,,,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-11.9248181,-77.07283723,2022-04-24,1,PE-1N,23.44837886233513,0.006639767179468217,22.741,24.069
A-2022-04-76,25/04/2022,02:45,ATROPELLO,1,0,1.0,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,RURAL,CARRETERA,NACIONAL,PE-1N,-3.662981246515234,-80.62639891105772,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,ESTADO DE EBRIEDAD Y/O DROGADICCIÓN,-3.662981246515234,-80.62639891105772,2022-04-25,1,PE-1N,1255.291984171056,0.00223968058343457,1195.046,1256.067
A-2022-04-141,25/04/2022,12:00,DESPISTE,1,0,1.0,CUSCO,CALCA,SAN SALVADOR,RURAL,CARRETERA,NACIONAL,PE-28B,-13.525397347780364,-71.7385437299712,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-13.525397347780364,-71.7385437299712,2022-04-25,1,PE-28B,678.3999096395619,0.005405477080651806,660.777,681.207
A-2022-04-161,25/04/2022,17:00,ATROPELLO FUGA,1,0,,LAMBAYEQUE,CHICLAYO,CAYALTI,RURAL,CARRETERA,NACIONAL,PE-1NI,-6.896417,-79.55292,,,,,,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-6.896417,-79.55292,2022-04-25,1,PE-1NI,16.318383026569062,0.0036997232284360893,15.527,41.534
A-2022-04-171,25/04/2022,21:45,CHOQUE,1,1,1.0,PUNO,CARABAYA,CRUCERO,URBANA,CARRETERA,NACIONAL,PE-34K,-14.3608,-70.025842,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),-14.3608,-70.025842,2022-04-25,1,PE-34K,25.591911926524446,0.005049274737915266,21.18,25.86
A-2022-04-259,26/04/2022,06:30,ATROPELLO FUGA,1,0,,LIMA,LIMA,LURIGANCHO,URBANA,CARRETERA,NACIONAL,PE-22,-12.020773,-76.935817,,,,,,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-12.020773,-76.935817,2022-04-26,1,PE-22,6.388869542709034,0.003750619230502727,0.0,9.841
A-2022-04-84,26/04/2022,14:30,ATROPELLO,1,0,,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,URBANA,CARRETERA,NACIONAL,PE-1NJ,-6.469726,-79.855742,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,SI,REGULADORA (R),PREVENTIVA (P),NO,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-6.469726,-79.855742,2022-04-26,1,PE-1NJ,24.37153863745002,0.016773951670135182,15.663,34.294
A-2022-04-148,26/04/2022,15:00,CHOQUE,1,1,2.0,PIURA,PIURA,CATACAOS,RURAL,CARRETERA,NACIONAL,PE-1NK,-5.30587037026959,-80.7009737569852,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-5.30587037026959,-80.7009737569852,2022-04-26,1,PE-1NK,10.549779587841106,0.02783185313539078,10.116,15.277
A-2022-04-129,27/04/2022,11:30,DESPISTE,1,2,1.0,ANCASH,SIHUAS,CASHAPAMPA,RURAL,CARRETERA,NACIONAL,PE-12A,-8.57898229972838,-77.6251307817713,DESPEJADO,RURAL,SINUOSA,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-8.57898229972838,-77.6251307817713,2022-04-27,1,PE-12A,79.23372620277998,0.0015186466565317311,71.352,92.525
A-2022-04-162,27/04/2022,23:45,VOLCADURA,1,0,1.0,APURIMAC,CHINCHEROS,CHINCHEROS,RURAL,CARRETERA,NACIONAL,PE-3S,-13.515317,-73.706191,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,SI,REGULADORA (R),,NO,NEGLIGENCIA DEL CONDUCTOR,OTRO (NEGLIGENCIA DEL CONDUCTOR),-13.515317,-73.706191,2022-04-27,1,PE-3S,547.978135496213,0.0010829449724233124,544.468,556.468
A-2022-04-151,28/04/2022,04:00,CHOQUE,3,1,2.0,PIURA,SECHURA,SECHURA,RURAL,CARRETERA,NACIONAL,PE-1N,-5.888105,-80.535133,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,INVASIÓN DE CARRIL,-5.888105,-80.535133,2022-04-28,3,PE-1N,914.1086992419612,0.006422750835593012,913.805,918.815
A-2022-04-211,28/04/2022,06:45,CHOQUE,2,0,,ANCASH,HUARMEY,HUARMEY,RURAL,CARRETERA,NACIONAL,PE-1N,-10.406937,-77.967914,DESPEJADO,RURAL,CURVA,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-10.406937,-77.967914,2022-04-28,2,PE-1N,245.2865272893608,0.0025781120701965474,244.734,249.412
A-2022-04-157,28/04/2022,17:15,ATROPELLO,1,0,1.0,LIMA,HUARAL,AUCALLAMA,URBANA,CARRETERA,NACIONAL,PE-20C,-11.585092443615777,-77.20195230876205,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL PEATÓN,CRUCE INDEBIDO POR LA CALZADA,-11.585092443615777,-77.20195230876205,2022-04-28,1,PE-20C,2.0461886511081073,0.0009367063763516538,0.0,12.005
A-2022-04-263,29/04/2022,17:00,DESPISTE,1,0,,LIMA,LIMA,EL AGUSTINO,URBANA,CARRETERA,NACIONAL,PE-1N,-12.0300017597309,-76.9944029603122,,,,,,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-12.0300017597309,-76.9944029603122,2022-04-29,1,PE-1N,4.003787344214005,0.017518322797006877,3.2,4.187
A-2022-04-146,29/04/2022,20:00,ATROPELLO,1,0,1.0,CUSCO,QUISPICANCHI,LUCRE,RURAL,CARRETERA,NACIONAL,PE-3S,-13.606023773923676,-71.7527789836053,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,EXCESO DE VELOCIDAD,-13.606023773923676,-71.7527789836053,2022-04-29,1,PE-3S,999.0024612531081,0.009561252566737443,987.311,1002.08
A-2022-04-127,29/04/2022,21:00,CHOQUE,1,0,2.0,LA LIBERTAD,OTUZCO,AGALLPAMPA,RURAL,CARRETERA,NACIONAL,PE-10A,-7.997595822678272,-78.43345642106226,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-7.997595822678272,-78.43345642106226,2022-04-29,1,PE-10A,105.20454147389526,0.0038735893437222093,96.316,122.122
A-2022-04-265,29/04/2022,21:40,ATROPELLO,1,0,,LIMA,LIMA,LURIGANCHO,URBANA,CARRETERA,NACIONAL,PE-22,-11.930346,-76.691038,,,,,,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-11.930346,-76.691038,2022-04-29,1,PE-22,36.4807503806095,0.02328920757688837,29.336,40.036
A-2022-04-102,29/04/2022,22:00,CHOQUE,1,2,2.0,ICA,PISCO,SAN ANDRES,RURAL,CARRETERA,NACIONAL,PE-1S,-13.815436,-76.147472,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-13.815436,-76.147472,2022-04-29,1,PE-1S,237.97924585654192,0.008418535528319579,234.945,238.619
A-2022-04-134,30/04/2022,14:10,ATROPELLO,1,0,1.0,LA LIBERTAD,CHEPEN,CHEPEN,RURAL,CARRETERA,NACIONAL,PE-1N,-7.231615,-79.450002,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,IMPRUDENCIA DEL CONDUCTOR,OTRO (IMPRUDENCIA DEL CONDUCTOR),-7.231615,-79.450002,2022-04-30,1,PE-1N,704.5269037676884,0.0019600871813269796,699.115,704.8
A-2022-04-132,30/04/2022,16:15,DESPISTE,1,0,1.0,LA LIBERTAD,CHEPEN,CHEPEN,RURAL,CARRETERA,NACIONAL,PE-1N,-7.226003,-79.442813,DESPEJADO,RURAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-7.226003,-79.442813,2022-04-30,1,PE-1N,705.5369560296112,0.0035210418329948176,704.8,708.764
A-2022-04-266,30/04/2022,18:45,ATROPELLO,1,0,,LIMA,LIMA,PUNTA NEGRA,URBANA,CARRETERA,NACIONAL,PE-1S,-12.36425,-76.792136,,,,,,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-12.36425,-76.792136,2022-04-30,1,PE-1S,44.73831127648097,0.005795947992583495,35.407,47.017
A-2022-04-104,30/04/2022,21:45,CHOQUE,2,1,2.0,ICA,NASCA,EL INGENIO,RURAL,CARRETERA,NACIONAL,PE-1S,-14.797733,-75.008648,DESPEJADO,RURAL,TRAMO RECTO,INCLINADA,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-14.797733,-75.008648,2022-04-30,2,PE-1S,435.73841020235824,0.0010145606709312546,433.068,438.101
A-2022-05-2,01/05/2022,02:10,DESPISTE,1,0,1.0,ICA,ICA,SUBTANJALLA,URBANA,CARRETERA,NACIONAL,PE-1S,-14.014031,-75.763981,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,,,,,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-14.014031,-75.763981,2022-05-01,1,PE-1S,290.4413201412872,0.013936246049482357,288.791,292.788
A-2022-05-3,01/05/2022,05:15,ATROPELLO FUGA,1,0,,ICA,PISCO,TUPAC AMARU INCA,URBANA,CARRETERA,NACIONAL,PE-1S,-13.709009,-76.152234,DESPEJADO,RESIDENCIAL,TRAMO RECTO,PLANA ,ASFALTADA,NO,,,SI,EN PROCESO DE INVESTIGACIÓN,NO CUENTA CON CAUSA ESPECIFICA,-13.709009,-76.152234,2022-05-01,1,PE-1S,225.32696838427935,0.0020506551337195586,224.396,229.711
