id_tramo,lon_mid,lat_mid,dist_ingemmet_km,ingemmet_c5km,dist_peajes_km,dist_cinemometros_km,cinemometros_c2km,cinemometros_c10km
22,-76.08205604549994,-9.773228644999932,1.0154049264469154,22.0,42.82820775323928,201.64118099491154,0.0,0.0
23,-76.07846940499991,-9.685662630999929,0.9706257166040912,6.0,52.31541536676614,211.3310641650205,0.0,0.0
24,-76.07974275299992,-9.679218887499928,0.3695791255448257,6.0,52.976518381025784,212.0550022197735,0.0,0.0
25,-69.58629541599993,-14.691686021999914,2.8915139361619735,3.0,77.94439141403396,111.28688026131778,0.0,0.0
26,-75.17348028149993,-12.126134821999926,0.6809707525519436,8.0,6.1151372156621795,25.527289340944368,0.0,0.0
27,-70.2520804259999,-18.024461597499936,1.5463324641032183,8.0,37.11888987370556,102.77077726314971,0.0,0.0
28,-70.22434435899993,-18.000502439999934,1.5054468193701747,14.0,38.18375031624682,103.99107528929584,0.0,0.0
29,-76.19300394099992,-10.23192799249992,2.93605924012127,24.0,10.040563301671343,150.94899823563574,0.0,0.0
30,-75.07668970599994,-13.266111050499944,2.100062843031187,3.0,19.207516503452688,122.88791596650998,0.0,0.0
31,-75.22660741049992,-11.822958623499943,5.570926508263439,1.0,38.57293654486077,16.358279703463236,0.0,0.0
32,-76.13330685749992,-9.846468713499917,0.0633592337482932,53.0,33.53615289317083,193.48395677625967,0.0,0.0
33,-76.06582053449992,-9.664606408499935,0.7188349286473157,9.0,54.93116996443449,213.58528640561804,0.0,0.0
34,-76.0818519524999,-9.689623547999929,1.4906532230968488,6.0,51.79794069303223,210.91538905815867,0.0,0.0
35,-76.06094261049992,-9.658776382999946,0.4417172248007779,9.0,55.69703907248832,214.20319988005934,0.0,0.0
36,-71.67168452999991,-14.707243479499937,6.681473583513024,0.0,73.26246414773203,171.881714182676,0.0,0.0
37,-78.89272729799993,-6.096009093999953,0.5981771414668031,9.0,44.279139006612425,128.5213327377268,0.0,0.0
38,-78.83658081449991,-6.291070238999936,0.6639395436519615,10.0,61.0466288088072,116.78813772920019,0.0,0.0
39,-78.82364732449994,-6.39165420799992,0.9445948076440731,8.0,69.71752027601538,110.63513684707173,0.0,0.0
40,-78.86899206299995,-6.469277222499926,0.8270779968007759,17.0,71.87863485209378,101.44533798603476,0.0,0.0
41,-78.86316895699994,-6.459165395999946,0.9904521424340017,17.0,72.57299260714079,102.62657632238161,0.0,0.0
42,-78.84428861799992,-6.27215770549995,0.45024506913099055,10.0,59.05738083166833,117.60750576931436,0.0,0.0
43,-78.81464261449992,-6.38370510799993,1.1180508688561326,13.0,69.78460799112368,111.9633871454204,0.0,0.0
